source,target,id,osm_way_id,osm_bridge_relation_id,osm_bridge,osm_highway,osm_label,bridge_id,distance,within_boundaries
12521,26896,35927,,,,,Juvet Street,,41.86315341,FALSE
3214,12521,35928,,,,,Juvet Street,,73.33415007,FALSE
27139,27139,35929,,,,,Aprilmae Way,,284.0052131,FALSE
23250,27138,35930,,,,,Cemetery Lane,,232.4112326,FALSE
26921,27138,35931,,,,,Cemetery Lane,,130.7517824,FALSE
24835,24837,35932,,,,,North-South Drive,,163.2964682,FALSE
23250,24837,35933,,,,,North-South Drive,,230.6345607,FALSE
21047,26929,35934,,,,,Grand Avenue,,2333.4593,FALSE
16304,26929,35935,,,,,Grand Avenue,,81.72141326,FALSE
15013,21047,35936,,,,,Neville Road,,2122.388003,FALSE
16303,27140,35937,,,,,Neville Road,,40.66358522,FALSE
10405,15557,35938,,,,,Bower Hill Road,,59.24986149,FALSE
10405,21907,35939,,,,,Bower Hill Road,,50.98056135,FALSE
1494,19032,35940,,,,,Railroad Street,,42.95488613,FALSE
1605,16838,35941,,,,,Alton Street,,285.1295154,TRUE
23239,25537,35942,,,,,Bevington Road,,35.60577329,FALSE
2678,23239,35943,,,,,Ardmore Boulevard,,175.0801657,FALSE
2678,6941,35944,,,,,Ardmore Boulevard,,227.2670309,FALSE
27141,27142,35945,,,,,Ardmore Boulevard,,354.5107871,FALSE
18546,27142,35946,,,,,Ardmore Boulevard,,97.05482151,FALSE
9801,18546,35947,,,,,Ardmore Boulevard,,301.1680883,FALSE
9801,27143,35948,,,,,Ardmore Boulevard,,186.473534,FALSE
23239,25536,35949,,,,,Bevington Road,,20.90947498,FALSE
14682,26329,35950,,,,,Walbridge Street,,223.2291649,TRUE
16629,22273,35951,,,,,Washington Avenue,,46.3296688,FALSE
16629,21130,35952,,,,,Washington Avenue,,201.7544523,FALSE
16345,21907,35953,,,,,Washington Avenue,,176.3380403,FALSE
21130,21907,35954,,,,,Washington Avenue,,99.07851714,FALSE
13021,19191,35955,,,,,Hodil Road,,148.869835,FALSE
19191,27145,35956,,,,,Hodil Road,,251.1462841,FALSE
17256,27146,35957,,,,,Mount Royal Boulevard,,338.2743172,FALSE
15171,16139,35958,,,,,Mount Royal Boulevard,,149.7762517,FALSE
10581,16139,35959,,,,,Mount Royal Boulevard,,132.6949323,FALSE
2546,20680,35960,,,,,Thompson Run Road,,94.32171568,FALSE
2546,14932,35961,,,,,Thompson Run Road,,228.7107381,FALSE
3903,24890,35962,,,,,37th Street,,104.4848388,TRUE
3904,27151,35963,,,,,38th Street,,102.9915204,TRUE
3906,26368,35964,,,,,40th Street,,104.5069256,TRUE
3908,26371,35965,,,,,Fisk Street,,85.34197947,TRUE
23076,24899,35966,,,,,Denny Street,,241.052784,TRUE
22351,27151,35967,,,,,38th Street,,168.9301071,TRUE
11223,17255,35968,,,,,Butler Street,,92.23837317,TRUE
3907,19165,35969,,,,,Fisk Street,,80.16631996,TRUE
9068,18343,35970,,,,,Cochran Avenue,,113.5820343,FALSE
3848,21359,35971,,,,,Denny Park Road,,331.4923689,FALSE
10254,27154,35972,,,,,Jacks Run Road,,348.2260294,TRUE
20084,27154,35973,,,,,Jacks Run Road,,166.8951436,FALSE
27155,27156,35974,,,,,Louisiana Avenue,,294.6118811,TRUE
27158,27159,35975,,,,,Cool Springs Drive,,480.8279927,FALSE
24597,24598,35976,,,,,East Sutter Road,,1068.943895,FALSE
8457,22325,35977,,,,,Kleber Road,,545.2823648,FALSE
8457,25141,35978,,,,,Kleber Road,,653.0553052,FALSE
24809,27160,35979,,,,,Shawhan Avenue,,108.1311991,TRUE
15868,18935,35980,,,,,Chelton Avenue,,277.3888879,TRUE
14144,27029,35981,,,,,Highland Avenue,,123.18408,FALSE
23866,26065,35982,,,,,Center Avenue,,293.7926215,FALSE
14516,27161,35983,,,,,Chalfonte Avenue,,47.38429653,FALSE
7234,8133,35984,,,,,Erdner Avenue,,119.9477774,FALSE
12017,27162,35985,,,,,Sedalia Avenue,,161.7500311,FALSE
8124,27163,35986,,,,,Union Avenue,,328.8021941,FALSE
25107,27163,35987,,,,,Union Avenue,,327.0872923,FALSE
27084,27164,35988,,,,,Cochran Road,,109.9472302,FALSE
159,27164,35989,,,,,Cochran Road,,94.26143651,FALSE
26068,26920,35990,,,,,Perry Highway,,28.01472703,FALSE
17771,26063,35991,,,,,West View Park Drive,,115.4611802,FALSE
26061,26062,35992,,,,,West View Park Drive,,39.67851887,FALSE
18348,26790,35993,,,,,Evergreen Road,,125.0586421,FALSE
329,18348,35994,,,,,Evergreen Road,,98.4932462,FALSE
329,26914,35995,,,,,Evergreen Road,,591.4635962,FALSE
2757,27149,35996,,,,,Sangree Road,,258.1555643,FALSE
27149,27150,35997,,,,,Thompson Run Road,,402.0001594,FALSE
2316,2563,35998,,,,,Mairdale Avenue,,489.4469039,TRUE
2563,11525,35999,,,,,Mairdale Avenue,,194.8309728,TRUE
13846,27166,36000,,,,,Riverview Avenue,,62.61178772,TRUE
2180,2182,36001,,,,,Riverview Avenue,,92.51735474,TRUE
2179,2182,36002,,,,,Riverview Avenue,,95.89366586,TRUE
452,21046,36003,,,,,Kilbuck Road,,374.9697698,TRUE
8243,23790,36004,,,,,East Street,,101.0499461,TRUE
17562,24487,36005,,,,,Siebert Road,,243.8354651,FALSE
17562,24692,36006,,,,,Kentzel Road,,353.0200884,FALSE
3349,25130,36007,,,,,Spring Garden Avenue,,162.0676791,TRUE
18759,27168,36008,,,,,Claim Street,,83.67277768,TRUE
325,13006,36009,,,,,Basin Street,,259.6909374,TRUE
325,22774,36010,,,,,Goettman Street,,292.0015365,TRUE
325,13006,36011,,,,,Goettman Street,,191.0210536,TRUE
19216,27168,36012,,,,,Lowrie Street,,68.66890236,TRUE
27168,27171,36013,,,,,Lowrie Street,,85.7590042,TRUE
4719,10857,36014,,,,,Pittview Avenue,,442.5992434,TRUE
3166,11672,36015,,,,,Pittview Avenue,,36.5687193,FALSE
13006,27169,36016,,,,,Province Street,,284.7546864,TRUE
10082,27105,36017,,,,,Spring Garden Avenue,,92.96469868,TRUE
3349,10082,36018,,,,,Spring Garden Avenue,,57.80731743,TRUE
24940,24943,36019,,,,,Spring Garden Avenue,,344.4454626,TRUE
5136,27169,36020,,,,,Troy Hill Road,,206.0298984,TRUE
9644,27172,36021,,,,,Vinial Street,,53.57482714,TRUE
12401,27167,36022,,,,,Voskamp Street,,77.48472144,TRUE
27167,27172,36023,,,,,Voskamp Street,,384.5728841,TRUE
18355,20852,36024,,,,,Brighton Road,,80.88647734,TRUE
3629,24920,36025,,,,,Lonsdale Street,,219.0956776,FALSE
15103,27173,36026,,,,,Fornof Lane,,83.13897798,FALSE
23566,25788,36027,,,,,Allegheny Valley Expressway,,1049.671311,TRUE
27108,27109,36028,,,,,Hoffman Road,,887.8393365,FALSE
4218,10198,36029,,,,,Logan Street,,174.7826229,FALSE
27174,27175,36030,,,,,Logan Street,,243.3630264,FALSE
4218,27175,36031,,,,,Logan Street,,213.1281343,FALSE
19216,20461,36032,,,,,Lowrie Street,,82.35754747,TRUE
22272,27175,36033,,,,,Pittview Avenue,,641.0427646,FALSE
6765,22272,36034,,,,,Pittview Avenue,,156.0336506,FALSE
8509,22645,36035,,,,,Pittview Avenue,,179.0051203,TRUE
6765,8509,36036,,,,,Pittview Avenue,,379.1603312,TRUE
10104,25786,36037,,,,,Rialto Street,,203.2352519,TRUE
18315,27169,36038,,,,,Troy Hill Road,,370.8942072,TRUE
19008,27173,36039,,,,,Wohleber Street,,330.2178852,FALSE
25786,27178,36040,,,,,,,396.8057618,TRUE
24971,24999,36041,,,,,Sherman Street,,99.37953003,FALSE
25922,27179,36042,,,,,Butler Street,,100.0635473,FALSE
24985,24999,36043,,,,,Sherman Street,,89.71763028,FALSE
24978,24979,36044,,,,,Sedgwick Street,,127.8916186,FALSE
24041,24054,36045,,,,,Allegheny Valley Expressway,,658.4114389,FALSE
24980,25922,36046,,,,,Lincoln Avenue,,99.35298104,FALSE
19100,24044,36047,,,,,East Ohio Street,,110.4213363,FALSE
8243,26557,36048,,,,,East Street,,103.3004807,TRUE
24979,27181,36049,,,,,Grant Avenue,,106.6044817,FALSE
24971,25922,36050,,,,,Lincoln Avenue,,99.55452329,FALSE
27182,27183,36051,,,,,Howard Street,,41.20208257,FALSE
18748,24980,36052,,,,,Lincoln Avenue,,109.7633961,FALSE
23442,24976,36053,,,,,Lincoln Avenue,,182.7876487,FALSE
24973,27183,36054,,,,,North Avenue,,142.6400909,FALSE
18748,27181,36055,,,,,North Avenue,,98.18175838,FALSE
13454,27109,36056,,,,,Otto Street,,70.95155715,FALSE
23796,23806,36057,,,,,Parkway North,,326.945831,TRUE
23548,23805,36058,,,,,Parkway North,,717.5666098,TRUE
23791,23799,36059,,,,,Parkway North,,1185.391744,TRUE
23791,23796,36060,,,,,Parkway North,,691.1620594,TRUE
14998,27109,36061,,,,,Stanton Avenue,,119.7206216,FALSE
18499,27040,36062,,,,,Suffolk Street,,388.4362161,TRUE
13454,27184,36063,,,,,Walters Avenue,,290.2327269,FALSE
10198,24055,36064,,,,,Maryland Avenue,,127.9977424,FALSE
21872,27186,36065,,,,,Duff Road,,755.3209981,FALSE
4579,25220,36066,,,,,Duff Road,,557.1894256,FALSE
4579,20102,36067,,,,,Duff Road,,177.1700004,FALSE
20102,21872,36068,,,,,Duff Road,,327.2634024,FALSE
3881,27187,36069,,,,,Hill Road,,664.2556169,FALSE
27187,27188,36070,,,,,Hill Road,,153.6490141,FALSE
15082,27186,36071,,,,,Toms Run Road,,1068.80792,FALSE
12647,27011,36072,,,,,Toms Run Road,,283.6614094,FALSE
12647,27186,36073,,,,,Toms Run Road,,761.2881994,FALSE
625,10861,36074,,,,,Harden Drive,,301.6000298,FALSE
27190,27191,36075,,,,,Perry Highway,,143.429151,FALSE
12473,27191,36076,,,,,Perry Highway,,212.1424468,FALSE
9643,10861,36077,,,,,Thompson Drive,,87.15737777,FALSE
9601,14539,36078,,,,,Church Road,,381.4530113,FALSE
14539,14542,36079,,,,,Greenhill Road,,443.1310345,FALSE
14542,27192,36080,,,,,Hahn Road,,95.55901589,FALSE
13103,18202,36081,,,,,Hahn Road,,294.0944706,FALSE
18202,27192,36082,,,,,Hahn Road,,449.9639819,FALSE
4660,11426,36083,,,,,Wible Run Road,,60.81277599,FALSE
11426,27194,36084,,,,,Wible Run Road,,219.0726796,FALSE
7224,27194,36085,,,,,Wible Run Road,,592.0850132,FALSE
20051,26410,36086,,,,,Anderson Road,,283.1546711,FALSE
8076,20055,36087,,,,,Anderson Road,,371.3424052,FALSE
209,27194,36088,,,,,Anderson Road,,52.71937049,FALSE
209,26410,36089,,,,,Anderson Road,,222.3255509,FALSE
7222,27195,36090,,,,,Ada Drive,,516.0811293,FALSE
10598,27196,36091,,,,,Scobbo Drive,,361.1444822,FALSE
6291,27197,36092,,,,,Shaler Aveune,,91.12474128,FALSE
4172,9333,36093,,,,,Wible Run Road,,91.62440585,FALSE
7215,9333,36094,,,,,Wible Run Road,,164.7208642,FALSE
4166,27196,36095,,,,,Wible Run Road,,317.256039,FALSE
5573,27198,36096,,,,,Wible Run Road,,130.7408047,FALSE
27196,27198,36097,,,,,Wible Run Road,,46.25006246,FALSE
5688,26109,36098,,,,,Lowries Run Road,,1355.078469,FALSE
3546,24552,36099,,,,,Rochester Road,,69.13889143,FALSE
5689,13766,36100,,,,,Rochester Road,,162.0878266,FALSE
16627,24552,36101,,,,,Sewickley Oakmont Road,,1396.634757,FALSE
14833,22230,36102,,,,,Locust Street,,99.8077418,FALSE
7511,26017,36103,,,,,Perry Highway,,266.8674144,FALSE
7511,27200,36104,,,,,Perry Highway,,51.87230107,FALSE
18923,27200,36105,,,,,Perry Highway,,276.7899577,FALSE
11653,18607,36106,,,,,LaCrosse Street,,77.36516731,FALSE
1730,5869,36107,,,,,South Balph Avenue,,180.6139864,FALSE
1733,3281,36108,,,,,South Jackson Avenue,,130.0797676,FALSE
4404,27201,36109,,,,,Lincoln Avenue,,66.08357451,FALSE
4404,5869,36110,,,,,Lincoln Avenue,,73.24572409,FALSE
1729,27202,36111,,,,,Sheridan Avenue,,195.3242848,FALSE
1732,6089,36112,,,,,South Sprague Avenue,,148.6918692,FALSE
19569,20987,36113,,,,,South Starr Avenue,,168.7746194,FALSE
12202,27203,36114,,,,,California Avenue,,175.5864319,FALSE
13579,15288,36115,,,,,California Avenue,,112.8281599,FALSE
13579,19569,36116,,,,,California Avenue,,166.1692816,FALSE
18357,25110,36117,,,,,Brighton Road,,21.13718339,FALSE
17005,18357,36118,,,,,,,51.83799227,FALSE
6675,8098,36119,,,,,Salem Drive,,104.4391765,FALSE
6675,8098,36120,,,,,Salem Drive,,105.2234795,FALSE
5029,13536,36121,,,,,Frankstown Avenue,,172.8493301,TRUE
6342,27116,36122,,,,,,,37.97418178,TRUE
4117,23084,36123,,,,,Castle Shannon Boulevard,,476.330983,FALSE
4117,14575,36124,,,,,Castle Shannon Boulevard,,101.9223811,FALSE
25603,25609,36125,,,,,Washington Boulevard,,106.2386966,TRUE
19340,25348,36126,,,,,,,41.90106484,TRUE
5717,7360,36127,,,,,North Negley Avenue,,90.44375082,TRUE
23002,26924,36128,,,,,One Wild Place,,319.1034779,TRUE
11502,21190,36129,,,,,Jones Avenue,,89.72548816,FALSE
22251,23458,36130,,,,,Ross Street,,14.03563954,TRUE
12259,17733,36131,,,,,Saw Mill Run Boulevard,,268.3222707,TRUE
17733,24788,36132,,,,,Saw Mill Run Boulevard,,578.8759263,TRUE
19598,24788,36133,,,,,Saw Mill Run Boulevard,,358.6288416,TRUE
1483,27203,36134,,,,,Elizabeth Avenue,,87.26240482,FALSE
15011,15993,36135,,,,,North Dallas Avenue,,84.144158,TRUE
26793,27204,36136,,,,,Brushton Avenue,,18.87763026,TRUE
4082,16996,36137,,,,,Brushton Avenue,,127.3519649,FALSE
6992,8092,36138,,,,,Brushton Avenue,,265.5059559,TRUE
15012,27206,36139,,,,,North Murtland Street,,20.15533652,TRUE
8477,21710,36140,,,,,Stanton Avenue,,85.88768698,TRUE
6509,13537,36141,,,,,Washington Boulevard,,299.3183922,TRUE
6509,25608,36142,,,,,Washington Boulevard,,684.8367599,TRUE
421,4772,36143,,,,,University Drive,,62.01578707,FALSE
7679,14694,36144,,,,,Brosville Street,,136.6879634,TRUE
737,27201,36145,,,,,Hawley Avenue,,110.2582745,FALSE
3281,6089,36146,,,,,Lincoln Avenue,,97.75803351,FALSE
3281,4615,36147,,,,,Lincoln Avenue,,109.8464335,FALSE
4615,19569,36148,,,,,Lincoln Avenue,,89.16459816,FALSE
16803,25688,36149,,,,,East Railroad Street,,144.9667418,FALSE
21420,23834,36150,,,,,Bellevue Road,,222.2523763,FALSE
13028,25106,36151,,,,,Elizabeth Avenue,,83.21059571,FALSE
7000,27243,36152,,,,,North Howard Avenue,,208.5551265,FALSE
13941,27242,36153,,,,,South Howard Avenue,,77.41835623,FALSE
716,26967,36154,,,,,South Harrison Avenue,,161.0541593,FALSE
6999,27244,36155,,,,,North Fremont Avenue,,208.1977338,FALSE
604,27210,36156,,,,,Agnew Road,,138.210031,TRUE
24775,25427,36157,,,,,Glass Run Road,,933.2945153,TRUE
3372,24775,36158,,,,,Glass Run Road,,988.2261325,TRUE
8508,25804,36159,,,,,West Carson Street,,1074.534839,TRUE
2217,24514,36160,,,,,Brentwood Drive,,290.3042297,FALSE
2218,22284,36161,,,,,Brentwood Drive,,180.8262827,FALSE
27214,27215,36162,,,,,Broadway Avenue,,19.440122,FALSE
12980,27218,36163,,,,,Valley Street,,54.10074477,FALSE
22284,27216,36164,,,,,Macarthur Way,,89.60926619,FALSE
2217,27217,36165,,,,,Midway Drive,,106.5200163,FALSE
2709,27676,36166,,,,,6th Street,,81.03457734,FALSE
12983,15835,36167,,,,,Valley Street,,52.32798708,FALSE
24488,24585,36168,,,,,McKnight Road,,1084.486828,FALSE
27219,27220,36169,,,,,Singer Avenue,,23.61759221,FALSE
15436,27220,36170,,,,,,,39.26334886,FALSE
15437,27221,36171,,,,,,,26.43093366,FALSE
14471,25869,36172,,,,,Forest Grove Road,,71.95589978,FALSE
3748,21938,36173,,,,,Broadway Avenue,,196.6121308,FALSE
24515,27217,36174,,,,,Forest Grove Road,,223.5691182,FALSE
25870,27222,36175,,,,,Forest Grove Road,,158.7656993,FALSE
1977,27222,36176,,,,,Forest Grove Road,,115.0738708,FALSE
1977,24515,36177,,,,,Forest Grove Road,,79.29235551,FALSE
9442,25870,36178,,,,,Hattman Drive,,128.2801576,FALSE
26972,27223,36179,,,,,Heckel Road,,41.90161853,FALSE
20629,27224,36180,,,,,McCoy Road,,304.2886369,FALSE
20630,27224,36181,,,,,Pine Hollow Road,,137.5563449,FALSE
27216,27217,36182,,,,,Pine Hollow Road,,321.7706657,FALSE
4899,27222,36183,,,,,Meerschaum Lane,,172.623472,FALSE
21678,26183,36184,,,,,Chartiers Avenue,,82.46335665,FALSE
16166,26184,36185,,,,,Furnace Street,,120.1777635,FALSE
16166,23870,36186,,,,,Furnace Street,,126.7562497,FALSE
844,19809,36187,,,,,Ansley Street,,91.68753912,TRUE
2764,19808,36188,,,,,Broad Street,,71.89857123,TRUE
5257,19809,36189,,,,,Harvard Street,,115.4133079,TRUE
20820,23429,36190,,,,,Fifth Avenue,,144.16075,TRUE
22829,27225,36191,,,,,Liberty Avenue,,25.39874864,TRUE
2713,27225,36192,,,,,Liberty Avenue,,55.97892012,TRUE
5713,6890,36193,,,,,Banksville Road,,259.2589976,TRUE
24296,24298,36194,,,,,Banksville Road,,691.3933582,TRUE
6889,22022,36195,,,,,Banksville Road,,748.3939813,TRUE
21374,22023,36196,,,,,Banksville Road,,425.0658863,TRUE
6890,21374,36197,,,,,Banksville Road,,318.2875065,TRUE
7418,22023,36198,,,,,Coast Avenue,,175.1914497,TRUE
20007,24805,36199,,,,,Wenzell Avenue,,272.6174836,TRUE
14671,21243,36200,,,,,Wenzell Avenue,,135.6720082,TRUE
16977,24296,36201,,,,,Wenzell Avenue,,49.30435675,TRUE
24297,27226,36202,,,,,Banksville Road,,70.54668694,TRUE
9927,27226,36203,,,,,Banksville Avenue,,73.21594496,TRUE
5712,26217,36204,,,,,Potomac Avenue,,53.38675067,TRUE
12697,16885,36205,,,,,Chellis Street,,86.66284432,TRUE
12665,27101,36206,,,,,Chellis Street,,71.8910634,TRUE
13080,17951,36207,,,,,Penn Avenue,,176.4418687,TRUE
16328,27228,36208,,,,,Kirk Drive,,106.6959249,FALSE
16329,27229,36209,,,,,,,160.1650605,FALSE
16330,27230,36210,,,,,,,91.84197959,FALSE
16368,21096,36211,,,,,Haskell Lane,,349.9532418,FALSE
17048,17048,36212,,,,,Gloucester Court,,59.75695791,FALSE
6373,6374,36213,,,,,Commons Drive,,46.76631473,FALSE
4716,4716,36214,,,,,Greenwich Court,,149.7603471,FALSE
20039,20040,36215,,,,,Canterbury Court,,41.65605346,FALSE
12731,12740,36216,,,,,College Avenue,,32.3408918,FALSE
17816,27547,36217,,,,,Washington Avenue,,31.23421563,FALSE
9106,17820,36218,,,,,Hulton Road,,31.57018151,FALSE
18109,27022,36219,,,,,Flocker Street,,130.536676,TRUE
18217,20318,36220,,,,,Brighton Road,,95.85695256,TRUE
18109,27023,36221,,,,,Brighton Road,,139.2989708,TRUE
18216,20318,36222,,,,,California Avenue,,57.80315213,TRUE
23209,25562,36223,,,,,Washington Road,,57.65505179,FALSE
22784,25911,36224,,,,,Washington Road,,98.61761441,FALSE
5823,22784,36225,,,,,Washington Road,,119.4918471,FALSE
20694,25911,36226,,,,,Washington Road,,32.30126402,FALSE
13856,18786,36227,,,,,Federal Street,,123.6236117,TRUE
6347,18786,36228,,,,,Federal Street,,325.4269741,TRUE
23387,23389,36229,,,,,Liberty Tunnels,,27.54860822,TRUE
25464,26504,36230,,,,,Beechview Avenue,,212.8648457,TRUE
15131,26504,36231,,,,,Beechview Avenue,,48.79138616,TRUE
19306,27233,36232,,,,,Hamilton Drive Ext,,172.4370024,FALSE
175,23199,36233,,,,,,,512.0892185,FALSE
241,22967,36234,,,,,Raymond P Shafer Highway,,6630.262142,FALSE
288,23199,36235,,,,,,,1845.9813,FALSE
628,27234,36236,,,,,,,57.08925977,FALSE
9145,25407,36237,,,,,Harriet Street,,188.6251411,FALSE
25410,26930,36238,,,,,,,92.22144648,FALSE
6043,26930,36239,,,,,McKees Rocks Bridge,,57.05946825,FALSE
1533,15578,36240,,,,,Crawford Street,,271.958145,FALSE
8779,13931,36241,,,,,Margaret Street,,76.23280924,FALSE
13461,27236,36242,,,,,,,600.3893553,FALSE
19812,27237,36243,,,,,Lincoln Highway,,111.6883617,FALSE
19811,19812,36244,,,,,Lincoln Highway,,388.7602444,FALSE
19811,27237,36245,,,,,Lincoln Highway,,112.8679126,FALSE
18413,25221,36246,,,,,Caste Drive,,104.8869118,FALSE
3018,25224,36247,,,,,Lantern Hill Drive,,731.9899697,FALSE
1493,17633,36248,,,,,Willow Avenue,,36.49793318,FALSE
4580,27239,36249,,,,,Brighton Road,,180.1089561,TRUE
6556,21845,36250,,,,,Highwood Street,,121.5694088,TRUE
26938,27241,36251,,,,,Marshall Avenue,,28.55035137,TRUE
4615,27012,36252,,,,,Florence Avenue,,286.8446374,FALSE
27202,27242,36253,,,,,Lincoln Avenue,,120.4353817,FALSE
4204,27244,36254,,,,,Lincoln Avenue,,25.34509361,FALSE
4204,7885,36255,,,,,Lincoln Avenue,,85.53851486,FALSE
3281,10758,36256,,,,,North Jackson Avenue,,304.0027275,FALSE
5869,27202,36257,,,,,Lincoln Avenue,,78.83947937,FALSE
11809,27245,36258,,,,,Beulah Road,,127.9163466,FALSE
4816,27245,36259,,,,,Beulah Road,,630.0493699,FALSE
7486,27245,36260,,,,,Long Road,,853.8958984,FALSE
27246,27247,36261,,,,,Fullerton Street,,158.1816023,TRUE
24865,27247,36262,,,,,Fullerton Street,,167.9646799,TRUE
26294,27247,36263,,,,,Wylie Avenue,,175.5082316,TRUE
24143,27248,36264,,,,,Arch Street Extended,,150.6888042,FALSE
14003,27249,36265,,,,,Llama Lane,,55.46016681,FALSE
14003,27250,36266,,,,,Llama Lane,,106.3546215,FALSE
5065,27252,36267,,,,,Galveston Avenue,,161.6881537,TRUE
27018,27251,36268,,,,,West North Avenue,,137.7236126,TRUE
24580,27251,36269,,,,,West North Avenue,,207.2359603,TRUE
23502,23508,36270,,,,,,,570.9916283,TRUE
7513,25846,36271,,,,,Mount Lebanon Boulevard,,208.113831,FALSE
17462,27253,36272,,,,,Waterfront Drive,,266.5686008,TRUE
24860,27253,36273,,,,,Waterfront Drive,,613.119457,TRUE
3741,27253,36274,,,,,15th Street,,101.1182946,TRUE
9650,27255,36275,,,,,Davis Avenue,,53.48082833,FALSE
3190,27258,36276,,,,,Lebanon School Road,,127.557385,FALSE
487,27256,36277,,,,,Lebanon School Road,,54.93142221,FALSE
27257,27258,36278,,,,,Lebanon School Road,,31.39750592,FALSE
15464,27260,36279,,,,,McFarland Road,,111.7730917,FALSE
20853,24415,36280,,,,,Pennsylvania Avenue,,106.4260309,TRUE
6637,24418,36281,,,,,California Avenue,,56.04830326,TRUE
6637,20653,36282,,,,,Kirkbride Street,,212.2902083,TRUE
24297,27261,36283,,,,,Carnahan Road,,9.123086681,TRUE
14615,26091,36284,,,,,West 7th Avenue,,228.8222158,TRUE
19551,26485,36285,,,,,East 7th Avenue,,161.7104515,TRUE
19551,26091,36286,,,,,West 7th Avenue,,133.8608577,TRUE
13836,26947,36287,,,,,Maple Road,,197.8282367,FALSE
10643,13835,36288,,,,,Maple Road,,391.896139,FALSE
27264,27265,36289,,,,,Diamond Court,,375.8112529,FALSE
7179,27263,36290,,,,,Scarlett Drive,,112.7501924,FALSE
27263,27266,36291,,,,,Scarlett Drive,,93.65464956,FALSE
20145,27266,36292,,,,,Scarlett Drive,,695.9314437,FALSE
4786,27266,36293,,,,,Main Street,,653.4014824,FALSE
27264,27267,36294,,,,,Sapphire Court,,260.0723899,FALSE
18932,22551,36295,,,,,Bierryhill Road,,921.8193008,FALSE
9379,27268,36296,,,,,Brightwood Avenue,,351.2065757,FALSE
21387,21900,36297,,,,,Beechmont Avenue,,840.4883387,FALSE
9379,21900,36298,,,,,Center Avenue,,220.1495069,FALSE
19119,26001,36299,,,,,Hawthorne Avenue,,56.70416615,FALSE
9379,26001,36300,,,,,Center Avenue,,101.1199119,FALSE
26014,26020,36301,,,,,Center Avenue,,216.1239995,FALSE
18005,27269,36302,,,,,Glenmore Avenue,,217.9172319,FALSE
26014,26928,36303,,,,,Bellevue Avenue,,14.56174621,FALSE
26014,27269,36304,,,,,Bellevue Avenue,,46.97768612,FALSE
26021,27270,36305,,,,,Westfield Avenue,,367.681607,FALSE
26019,26021,36306,,,,,Westfield Avenue,,90.42313654,FALSE
1622,18003,36307,,,,,Glenmore Avenue,,52.4736023,FALSE
1622,27274,36308,,,,,Rochester Road,,481.1236487,FALSE
6139,12276,36309,,,,,Rochester Road,,54.63268877,FALSE
6139,14345,36310,,,,,Rochester Road,,30.95408017,FALSE
14345,24703,36311,,,,,Rochester Road,,99.06218742,FALSE
1622,12276,36312,,,,,Rochester Road,,835.3178649,FALSE
15553,18004,36313,,,,,Township Road,,188.6394848,FALSE
19120,27273,36314,,,,,Grove Avenue,,75.52677081,FALSE
19122,25280,36315,,,,,Lansing Avenue,,170.6519601,FALSE
19121,20061,36316,,,,,Clearview Avenue,,130.3264911,FALSE
5584,20061,36317,,,,,Evergreen Heights Drive,,147.256014,FALSE
15214,19119,36318,,,,,Hawthorne Avenue,,280.3287543,FALSE
2906,26019,36319,,,,,Ashford Avenue,,151.5017077,FALSE
22110,26903,36320,,,,,South Starr Avenue,,245.3575646,FALSE
25106,26918,36321,,,,,Ohio River Boulevard,,668.3106697,FALSE
13028,13576,36322,,,,,Howden Street,,354.4302825,FALSE
27269,27271,36323,,,,,Bellevue Avenue,,93.36905832,FALSE
23866,27161,36324,,,,,Perry Highway,,396.5043816,FALSE
27029,27161,36325,,,,,Perry Highway,,111.2709938,FALSE
15800,27161,36326,,,,,Chalfonte Avenue,,171.9427359,FALSE
11928,27029,36327,,,,,Highland Avenue,,228.7973328,FALSE
2343,27029,36328,,,,,Perry Highway,,185.9607698,FALSE
26220,27274,36329,,,,,Rochester Road,,26.78221842,FALSE
21791,25105,36330,,,,,Lincoln Avenue,,110.8151635,FALSE
6587,22294,36331,,,,,10th Street Bypass,,567.8208545,TRUE
23520,24696,36332,,,,,Washington Place,,130.4774938,TRUE
23523,25057,36333,,,,,Washington Place,,115.4367006,TRUE
5897,23522,36334,,,,,Washington Place,,180.5769239,TRUE
5897,24694,36335,,,,,Washington Place,,185.1442289,TRUE
22999,27276,36336,,,,,James Street,,34.4673444,TRUE
9173,19134,36337,,,,,Itin Street,,108.9674862,TRUE
22110,26910,36338,,,,,Jackman Avenue,,109.4850937,FALSE
11851,22110,36339,,,,,South Starr Avenue,,171.3594337,FALSE
11851,18418,36340,,,,,Oak Street,,14.78692593,FALSE
13361,26960,36341,,,,,Brighton Road,,203.1700708,TRUE
12152,26960,36342,,,,,Woods Run Avenue,,139.5595522,TRUE
4836,20381,36343,,,,,Stayton Street,,192.372841,TRUE
9516,27259,36344,,,,,Brighton Road,,112.4262545,TRUE
27141,27278,36345,,,,,Fairfax Road,,50.86066316,FALSE
27141,27278,36346,,,,,Fairfax Road,,49.77074916,FALSE
20278,27279,36347,,,,,Fairfax Road,,14.31065083,FALSE
13621,20278,36348,,,,,Fairfax Road,,50.73456039,FALSE
13619,26276,36349,,,,,Brinton Road,,295.305001,FALSE
16807,27280,36350,,,,,Brinton Road,,35.41029028,FALSE
